Title,Year,Genre,Rating,Duration,Description,Stars,Directors
Sheryl Sheinafia & Rizky Febian: Sweet Talk feat. Chandra Liow,2017 Music Video,Music,,3,Add a Plot,"['Sheryl Sheinafia', 'Rizky Febian', 'Chandra Liow']",['Didi Mulyadi Witono']
Sigek cokelat,2017,"Short, Drama",,15,An intimate story of the cost of deforestation for palm oil.,"['Arianto', 'Ramadaini', 'Pia', 'Mirza']",['Ashram Shahrivar']
Kinetik,2017,"Short, Drama",,24,"Karim, Dhea, and Kevin, who have succeeded in achieving their respective dreams, immediately feel emptiness in their lives. They then went to a village just 2 hours from Jakarta to renovate a school which was in poor condition.","['Refal Hady', 'Dhea Seto', 'Kenny Austin', 'Kunto Aji']",['Putri Tanjung']
Miss Dino,2019– ,Animation,,4,"Miss Dino is a Stone Age girl who living in a big city. She was revived by a scientist from a very long sleep. Like many bipedal dinosaurs, Miss Dino was historically depicted as a 'living tripod'.",[],[]
Takdir Marina,1986,Drama,,98,Add a Plot,"['Ida Iasha', 'Roy Marten', 'Sofia Amang', 'Darussalam']",['Wahab Abdi']
Convert,2022,Short,,,The story of a girl who enters an imaginative world and is trapped in a household conflict that makes this girl tormented because of the trauma she has experienced.,"['Lareina Adhyes', 'Anita Permata Hutagalung', 'Rumi Azzola Ladiqi']",['Miky Havis']
Permainan cinta,1983,Drama,,79,Add a Plot,"['Enny Beatrice', 'Richie Ricardo', 'Zainal Abidin', 'Avent Cristy']",['Willy Wilianto']
The Last Performance,2017,"Short, Drama, Family",,29,"Art and love cannot die in prison, but not necessarily live out there. It depends on how history and the regime treat it.",[],[]
Secondary,2018,"Short, Drama",,16,A woman is cooking for a new year's eve dinner but her significant other is out of reach.,['Novi Cahyana'],['Jerry Hadiprojo']
Misteri Pamulang,2023,"Short, Horror",,16,A slice-of-life film about the lives of three students living in the most haunted rented house in Pamulang.,"['Luqman Ski', 'Cemara Weda', 'Aldiansyah Azhura', 'Tania']",['Azzam Fi Rullah']
That's Not My Intention,2018,"Short, Horror, Mystery",,30,Elin celebrates her birthday with her friends for the first time since the death of her mother.,"['Marsha Tando', 'Anastasia Olivia Wongso', 'Sadikoen Dian Dwipa Passage', 'Abdurrahman Bajamal']",['Muhammad Rusni']
Vain,II) (2015,"Short, Action, Drama",,3,Add a Plot,"['Jossen Eliata Thenario', 'Nathanael Finian', 'Bryan Christian Mulia']",['Jossen Eliata Thenario']
Dini Hari,2022,"Short, Drama",,,An overworked career mom who tries to get home early for her daughter's birthday ended up taking care of her boss's daughter all night and missing the whole birthday.,"['Cut Mini Theo', 'Asmara Abigail', 'Widuri Sasono']",['Dian Sastrowardoyo']
Mengakhiri Cinta dalam 3 Episode,2018,"Drama, Fantasy",,53,A man who wants to break up with his girlfriend is suddenly able to talk to her telepathically.,"['Dion Wiyoko', 'Sheila Dara Aisha', 'Abdurrahman Arif', 'Nungki Kusumastuti']",[]
Under the Sun,2020,Short,,,Add a Plot,[],[]
Har,2018,"Short, Drama, Family",,19,"HAR (10) lives with his father, waiting for his mother's return from her job as a migrant worker in Hong Kong. However, on the day she's supposed to return, she doesn't show up.",[],[]
Hang Tuah,2000 Video,"Animation, Short, Action",,35,Story about the historical Malay warrior Hang Tuah in the 15th century Sultanate of Malacca.,['Swanten Crue'],"['Hariyanto', 'Hari Wahyudi']"
Pendekar Sumur Tudjuh,1971,"Action, Adventure",,,Add a Plot,[],[]
Stephanie Poetri: I Love You 3000,2019 Music Video,Music,,3,Add a Plot,['Stephanie Poetri'],"['Joey Faqih', 'Stephanie Poetri']"
Lost Wonders,2016,"Short, Drama, Family",,14,"Set against the 1997 Asian Financial Crisis, Ilalang leaves the house every night to look for his father, who has disappeared while performing pesugihan, or a way to amass fortune using magic.",['Haydar Salishz'],['Loeloe Hendra Komara']
"Take Good Care, Dalena",2011,"Short, Adventure, Drama",,7,"Dalena is just a normal girl, but often tends to be naughty. Somehow, throughout her life, a mysterious man watches her, and intervenes with her on various occasions. When she is all grown ...                See full summary »","['Livinia Deandini Adriana', 'Patricia Tiara Anjani', 'Alena Gladis Ardelia', 'Stephanie Dwijanti']",['Victorio Utomo']
Di balik senyum kecilmu,I) (2020,"Short, Drama",,,Add a Plot,[],[]
Njiur melambai,1951,Drama,,,Add a Plot,"['Wahid Chan', 'Noviar', 'Kusmana Suwirja', 'Elizabeth Wes']",['Bambang Sudarto']
Elegi Buat Nana,1988,"Drama, Romance",6.4,97,Add a Plot,"['Ria Irawan', 'Cornelia Agatha', 'R. Adi Bagus', 'Lia Caroline']",['Achiel Nasrun']
Tommy Jonathan Sinaga: Calm,2021 Video,"Short, Music",,,Add a Plot,"['Frengky Ardian Batubara', 'Natalina Windasari Hutahaean', 'Alvredo Panggabean', 'Kristian Andreas Sinaga']",[]
Lorong-lorong asmara,1984,Drama,,95,Add a Plot,"['Rocky Manoarfa', 'Yenny Farida', 'Cherry Ivonne', 'Dolf Damora']",['Susilo S.W.D.']
Five Indo Samurai,2019,"Short, Adventure, Fantasy",9.1,21,"A village on Java is terrorized by ""The Killer Dwarf of Sumatra."" Indo Samurai leader Lambei and young Katsolihin recruit three more Samurai (two Indonesian and one Japanese) to defeat him.","['Arizkia Afrilio Amarulloh', 'Arviansyah Julio Amarulloh', 'Ardi', 'Dewi']",['Scott Allen Nollen']
The Waves,2021– ,Documentary,7.8,,Tells a journey of an original Indonesian sub-culture brand which is divided into several waves. There is a connection between young people and fashion trends that develop into several waves.,"['Direz', 'Aryadi Jaya', 'Sayed Muhammad', 'Tirta Mandira']",[]
Liburan keluarga,2012,"Short, Drama",,18,"A family which actually not having blood ties to each other go on vacation in a place which is basically is a vacation destination, such as a quiet place, quiet, intimate, and refreshing. ...                See full summary »",[],[]
Heartbreak St,2011– ,Music,,,Add a Plot,"['Rekti Yoewono', 'Rick Witter', 'Alan Leach', 'Shed Seven']",[]
Mamam Means Eating Only if It's Spelled Backwards,2018,"Short, Comedy, Drama",,19,"During lunch, two teenage ex-lovers recalled an unspoken experience from their past to get an answer for one's recent experience.",[],[]
Rotasi,2016,"Short, Drama",,5,"A photographer named Danny has numerous problems continuously in his life, and thus can't make him believe with a saying ""The Earth Rotates"". He feels like he's always been in the same position until had a journey that changes his mind.","['Denny Pradana Kusuma', 'Eni Widiastuti', 'Muhammad Syahidan Zainullah']",['Destian Rendra Pratama']
Orat Oret,2020,"Animation, Short",,7,Two imaginary characters that came to live based on children's emotions and imagination.,"['Mutiara Fakhrani', 'Nicholas Fernando', 'Stella Yohanna']",['Tia Pratiwi']
Remah,2017,"Short, Drama",,9,"In a village, a man insists on staying in his village which will be used as an area for reservoir expansion by the government.","['Tities Jendrayu', 'Azis Suprianto']",['Aprilingga Dani']
Tak terduga,1960,,,,Add a Plot,"['M. Budhrasa', 'Chitra Dewi', 'Emma Gangga', 'Rd. Mochtar']",['L. Inata']
On the Spot: Around the World in 9 Months,2015–2016,Documentary,,52,"On The Spot's series on birth around the world - how babies are born and what awaits them in a tribal hut, in a war zone, in the biggest Syrian refugee camp, and more. By the end of ...                See full summary »",[],[]
Happy Family,II) (2016,"Short, Drama, Family",,25,"After making phone calls for so many times and searching for words about his daughter without finding any exact answer, Ahmad (65), a mosque caretaker living alone in the countryside of ...                See full summary »",[],[]
Hati Karina,2013 TV Movie,Drama,,,Add a Plot,"['Ferry Ardiansyah', 'Framly', 'Adinia Wirasti']",['Toto Hoedi']
The Limits,2010,"Short, Action, Drama",,7,"This short film about a fighter that his life was a battle, and not easily give up when faced with a battle to actually limit that determines.",['Nino Fernandez'],['Iqbal Rais']
Siantar Rap Foundation: Sai Saut Ma,2019 Video,"Short, Music",,,Add a Plot,['Siantar Rap Foundation'],[]
Mencintai Nisan,2014,"Short, Drama",,,"We can never control who we fall in love with. Because love has its own ""God"", it cannot be limited by religion as well. Filo and Sofi feel that true religion teaches love to others, not to discriminate their feelings of love.",['Widi Dwinanda'],['Dmaz Brodjonegoro']
A Faerie's Wanderlust,2017,"Short, Romance",,8,"The life of an absent-minded man suddenly becomes fulfilled when a beautiful otherworldly figure appears in his life. Forever charmed, the man completely fell for her enchanting dark sorcery.","['Livi Ciananta', 'Ahmad Kamal', 'Dimas Agung Prasetiyo']",['Julio Rionaldo']
Jogja Masih Istimewa,2022,"Short, Action, Comedy",,10,"A schoolboy who runs into trouble when he putting on a jacket, which his friend accidentally left in his room to go out with his new friend.","['Daffa Afif', 'Geby Alfariza', 'Thomas Wildan Andreansyah', 'Rio Ardianata']",['Tegar Satria Yudha']
Nakalnya anak-anak,1980,Family,,105,Add a Plot,"['Zainal Abidin', 'Gina Adriana', 'Kiki Amelia', 'Endang Astuti']",['Susilo S.W.D.']
Reformasi Luar Angkasa,2010,"Animation, Short, Comedy",,6,"The citizens of a small country become ecstatic upon learning that their country is building its first-ever rocket ship, and a missile to destroy a newly discovered space object that has ...                See full summary »",['Edwin Soedarmadji'],['Edwin Soedarmadji']
"Harapan Project: Carlos, the Messenger of Hope",2013,"Documentary, Biography, Family",,58,"In the Indonesian Island of Sumbawa, the community of Hu'u has a very special reality; poverty, taught living and working conditions and lack of education live together around Lakey Peak. ...                See full summary »",['Carlos Ferrándiz'],['Miguel Angel Cano Santizo']
Train,2020,"Short, Drama",,,Add a Plot,['Setya Rimba'],['Rezy Junio Bernessa']
Drowning,2010 Video,"Short, Drama, Horror",,10,Add a Plot,"['Oemi Kamijati', 'Isabelle Mayor', 'Sheryl Sheinafia']",['Juliane Block']
Menarung Jiwani,2016,"Short, Drama",,40,"Menarung Jiwani is a film about Balinese barong dancer. Barong dancers are expected to have strong physical body figure, especially in the legs and arms. In general, the biggest pedestal to...                See full summary »",[],[]
Teater Tanpa Kata: Sena Didi Mime,2016,"Documentary, Short, Biography",,13,"In 1986, Two Jakarta Arts Institute colleagues; Didi Petet and Sena Utoyo assembled a group of mime performers and create a theater group named Sena Didi Mime.","['Epy Kusnandar', 'Sardono W. Kusumo', 'Mathias Muchus', 'Rama Sastra Negara']",['Getar Jagatraya']
Tell Me You're Sorry,2023,"Short, Horror",5.7,5,"For a words that hard to be said, a woman was kidnapped by unknown assailant on her way home.","['Abitha Karenza', 'YB']",['Yudhistira Bayu']
Tjisadane,1971,,,,Add a Plot,"['Menzano', 'Farida Arriany', 'Fara Noor', 'Ully Artha']",['Askur Zain']
"Sule, Ay Need You",2012,Comedy,7.0,98,"Sule had to go to Jakarta to ask his uncle for help after his father went crazy for failing to become a ""Lurah"". Instead of getting help, he was chased and arrested by police because he was suspected of being a police fugitive.","['Dicky Chandra', 'Shita Destya', 'Irene Justine', 'Titi Kamal']",['Cuk Fk']
Pret,2014,"Animation, Short",,,"When everyone fights for the noble chair, all hells break loose.",[],[]
Believe in Yourself,2016,"Short, Drama",,,Add a Plot,['Handra'],['Ananda Wishnu Mukti']
Jaringan Antar Benua,1978,Drama,,,"Waluyo is a courier of a heroin smuggling operation and his work takes him to other countries such as Holland and Switzerland. He has a wife named Sisca who is beautiful, and helps her ...                See full summary »","['Dicky Zulkarnaen', 'Mieke Wijaya', 'W.D. Mochtar', 'Tuty Lumanauw']",['Fred Wetik']
Di Atas Kaki Sendiri,2015,"Documentary, Short, Biography",,30,"Documentary biography of Mbah Kandar, an employee of SMA Khadijah Surabaya who had a career for 30 years and refused to retire even though he had to commute from Mojokerto to Surabaya every day.","['Kandar', 'Agus Fahmi']","['Sahree Ramadhan', 'Abdul Razzaq']"
Jump,2015 Video,"Short, Drama",,5,Add a Plot,"['Albert Cen', 'Luis Jocom', 'Hanata Rue']",['Peter Pastimoore']
Prolog,I) (2015,"Short, Drama",,,Add a Plot,"['Jocelyn Budipranoto', 'Maria Oentoe', 'Agustin Taidy']",['Dimas Adiputro']
4 Tahun Tinggal Di Rumah Hantu,2014,Horror,,110,"Tells about the terror of the haunted house occupied by Jaka's family. Terror after terror continues to haunt his family, until his wife and child leave Jaka alone in the house because they can't stand the terror that disturbs them.","['Arie Dwi Andhika', 'Fahmi Bo', 'Lia Ladysta', 'Agus Leo']",['Jessica Angelica']
Vanessa Budihardja,2017 TV Movie,Documentary,,,Add a Plot,[],[]
Bordertown,2016,"Documentary, Short, History",,5,"Atambua, east side of Nusa Tenggara Timur, is a border town between the Democratic Republic of Timor Leste and the Republic Indonesia. This film shows Atambua from above with river, valleys, and hills as border line.",[],[]
The Editor,2013 TV Movie,Thriller,,,Add a Plot,[],[]
"Brighter, Brighter Day",2021,"Short, Thriller",,,Add a Plot,['Luqman Ski'],['Rezy Junio Bernessa']
Surup,2020,"Short, Horror",,,Add a Plot,"['Fahri Anang Marzuki', 'Fachri Azmi Yustriadi']",['Alifia Hamzah']
Prisoner of Love: Myuran Sukumaran...,2015 TV Movie,Documentary,,63,"""If you don't accept people can change ~ no one has an incentive to change...""","['Myuran Sukumaran', 'Andrew Chan', 'Ivar Schou', 'Nico Vrielink']",['Karen Gall']
Sam Pek Eng Tay,1931,Drama,,,Add a Plot,[],[]
IBU,2022,"Short, Horror",,,Add a Plot,"['Nurul Hasyati', 'Yudhi Isman', 'Syifa ega Ismanda', 'Aco Susilo']",['Nurul Hasyati']
Dia Ayu,2012– ,Drama,,,Add a Plot,"['Meriam Bellina', 'Fendy Chow', 'Ryana Dea', 'Shireen Sungkar']",[]
Chandra dewi,1952,Drama,,,Add a Plot,"['Dhalia', 'Rendra Karno', 'A.N. Alcaff', 'R.D. Ismail']","['Wildan Djafar', 'Fred Young']"
First Breath After Coma,,Drama,,,"In the span of three historic years after the fall of the authoritarian regime in late 1990s Indonesia, three Chinese Indonesian siblings rediscover what it means to be a family while caring for their father who is in a coma.",[],[]
Bangka on the Edge,2021,"Documentary, Short",,5,Add a Plot,[],[]
A Grandpa's Uniform and the Other Things of Fear,2022,"Short, Drama, Horror",,20,"An old man who's trapped in his past, stole the army uniform to chase away the ghosts that terrorize his long nights.","['Liek Suyatno', 'Maulana Mas', 'Seteng Yuniawan', 'Ernanta Kusuma']",['Christian Banisrael']
Rujak,I) (2011,"Short, Fantasy",,3,"A journey from aquatic life through to contemporary transportation, giving us a concise view of how we have developed and changed the Earth.",[],[]
DreadOut: Act II,2015 Video Game,Horror,6.6,,"After escaping the haunted school, you control Linda, who is trying to find a way out. But on the way, she is confronted by several paranormal entities.","['Curtis Arnott', 'Amber Lee Connors', 'Jill Harris', 'Kyle Hebert']","['Rachmad Imron', 'Amber Lee Connors']"
Bodog and Darpig: Back to the Pincha,2020 TV Special,"Action, Drama",,50,After he entered the bedroom even though he was disappointed. Pincha afraid because he wants to the grounded even though he wants go out cause a blame for any animals if what he say everything he want to get back.,[],[]
Kuala deli,1955,Drama,,,Add a Plot,"['Jeffry Sani', 'Nun Zairina']",['Nas Achnas']
Bukalah hatinya,2017,"Short, Drama",,,Add a Plot,"['Flo', 'Dayton Frost']",['Cheverly Amalia']
Hafiz & Friends Recap S2,2015,"Documentary, Short",,4,Add a Plot,"['Winy Agita', 'Dellastri Agoesra', 'Dayu Alfahmi', 'Hafis Alzohaifi']",['Muhammad Hafiz']
Metaverse of Madness,2022,"Short, Sci-Fi",,6,"The world is getting more modern, people are starting to try to use metaverse technology. This gave rise to new ways of having fun, worshiping gods, and even strange ways of living. ×",['Azarya Nathanael Milan Tumbelaka'],['Azyd Aqsha Madani']
Jejak Darah,2010,Horror,6.7,94,"Tracing towards the mystery of their close relative's death, Jessica and Reno uncloak the terrifying truth of abortion and anti-aging cream.","['Dimas Aditya', 'Ayu Diana', 'Thalita Latief', 'Mentari']",['Nur Hidayat']
Jakarta Most Wanted,,Action,,,Add a Plot,"['John Ladalski', 'Panji Addiemas', 'George Taka', 'Adie Prasetya']",['Baf Sjamsuddin']
Muluk,2020,"Short, Comedy",,,Add a Plot,"['Fajar Firmansyah', 'Mistamar', 'Puguh Danu P.', 'Rio Permadi']",['Nur Hasanudin Haqi']
Remaja idaman,1979,Drama,,98,Add a Plot,"['Joice Erna', 'Roy Marten', 'Fakhri Amrullah', 'Pong Harjatmo']",['Arizal']
Mooncake Story,2017,Drama,6.6,94,David (Morgan Oey) is a young entrepreneur who is at the peak of success. But some unexpected events that began with and it turns out David has Alzheimer's disease which paralyzes his memory.,"['Dominique Agisca Diyose', 'Bunga Citra Lestari', 'Morgan Oey', 'Deddy Sutomo']","['Garin Nugroho', 'Aldo Swastia']"
Mata pena mata hati Raja Ali Haji,2009,,,95,Add a Plot,"['Teja Alhabd', 'Henidar Amroe', 'Andi Anhar Chalid', 'Alex Komang']",['Gunawan Paggaru']
Axelerate the Documentary,2017,"Documentary, Biography",,,Add a Plot,"['Chicco Jerikho', 'Agung Hapsah', 'Jevin Julian', 'Naufal Abshar']",[]
